kind,alpha,predictor_set,response,n,cohort_n,cohort_hash,r2,reference,delta_r2,status
random_fire,0.01,comprehensive_plus_max,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0230664281621,mean_only,0.0231361828418,evaluated
random_fire,0.01,comprehensive_plus_max,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0306244418604,mean_only,0.0307618778296,evaluated
random_fire,0.01,comprehensive_plus_max,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.247243358847,mean_only,0.247349782905,evaluated
random_fire,0.01,comprehensive_plus_max,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.221965811971,mean_only,0.222147788478,evaluated
random_fire,0.01,comprehensive_plus_max,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.323092997217,mean_only,0.323279439008,evaluated
random_fire,0.01,comprehensive_plus_max,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.253820259471,mean_only,0.25418743572,evaluated
random_fire,0.01,comprehensive_plus_max,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0562930027013,mean_only,0.0565495349511,evaluated
random_fire,0.01,comprehensive_plus_max,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0332327640282,mean_only,0.0332779964345,evaluated
random_fire,0.01,comprehensive_plus_max,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0101805555144,mean_only,0.0107427243778,evaluated
random_fire,0.01,length_only,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0322599663272,mean_only,0.0323820735912,evaluated
random_fire,0.01,length_only,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0708710566245,mean_only,0.0709650864445,evaluated
random_fire,0.01,length_only,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,-0.000271771189699,mean_only,8.25151850421e-05,evaluated
random_fire,0.01,length_only,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.197495844975,mean_only,0.197635350903,evaluated
random_fire,0.01,length_only,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0445128614611,mean_only,0.0446944697426,evaluated
random_fire,0.01,length_only,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.180433277886,mean_only,0.180503032566,evaluated
random_fire,0.01,length_only,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.165135798431,mean_only,0.1652732344,evaluated
random_fire,0.01,length_only,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.633962949058,mean_only,0.634069373116,evaluated
random_fire,0.01,length_only,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.566207748192,mean_only,0.566389724699,evaluated
random_fire,0.01,length_only,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.51573924486,mean_only,0.515925686651,evaluated
random_fire,0.01,length_only,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,,mean_only,,excluded_known_outcome
random_fire,0.01,length_only,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0383444110698,mean_only,0.0386009433197,evaluated
random_fire,0.01,length_only,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0571920415103,mean_only,0.0572372739166,evaluated
random_fire,0.01,length_only,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00666858260818,mean_only,0.00723075147163,evaluated
random_fire,0.01,length_plus_max,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0505108578712,mean_only,0.0506329651352,evaluated
random_fire,0.01,length_plus_max,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.087024697793,mean_only,0.087118727613,evaluated
random_fire,0.01,length_plus_max,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00169291811401,mean_only,0.00204720448876,evaluated
random_fire,0.01,length_plus_max,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.209330252434,mean_only,0.209469758361,evaluated
random_fire,0.01,length_plus_max,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0782179776616,mean_only,0.0783995859432,evaluated
random_fire,0.01,length_plus_max,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.191609136119,mean_only,0.191678890798,evaluated
random_fire,0.01,length_plus_max,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.167030687037,mean_only,0.167168123006,evaluated
random_fire,0.01,length_plus_max,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.641056547918,mean_only,0.641162971976,evaluated
random_fire,0.01,length_plus_max,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.572666690206,mean_only,0.572848666713,evaluated
random_fire,0.01,length_plus_max,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.545757427436,mean_only,0.545943869226,evaluated
random_fire,0.01,length_plus_max,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,,mean_only,,excluded_known_outcome
random_fire,0.01,length_plus_max,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0572509739161,mean_only,0.057507506166,evaluated
random_fire,0.01,length_plus_max,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0591069189044,mean_only,0.0591521513107,evaluated
random_fire,0.01,length_plus_max,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00933465216153,mean_only,0.00989682102497,evaluated
random_fire,0.01,length_plus_core,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0501622416417,mean_only,0.0502843489057,evaluated
random_fire,0.01,length_plus_core,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0931454151083,mean_only,0.0932394449282,evaluated
random_fire,0.01,length_plus_core,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00235937966293,mean_only,0.00271366603767,evaluated
random_fire,0.01,length_plus_core,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.225438170669,mean_only,0.225577676597,evaluated
random_fire,0.01,length_plus_core,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.117362877541,mean_only,0.117544485823,evaluated
random_fire,0.01,length_plus_core,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.190915723662,mean_only,0.190985478341,evaluated
random_fire,0.01,length_plus_core,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.166368890939,mean_only,0.166506326908,evaluated
random_fire,0.01,length_plus_core,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.649504526933,mean_only,0.649610950991,evaluated
random_fire,0.01,length_plus_core,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.581578776456,mean_only,0.581760752963,evaluated
random_fire,0.01,length_plus_core,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.577744041239,mean_only,0.577930483029,evaluated
random_fire,0.01,length_plus_core,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,,mean_only,,excluded_known_outcome
random_fire,0.01,length_plus_core,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0581819727614,mean_only,0.0584385050113,evaluated
random_fire,0.01,length_plus_core,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0630580815795,mean_only,0.0631033139858,evaluated
random_fire,0.01,length_plus_core,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00905211023737,mean_only,0.00961427910082,evaluated
random_fire,0.01,length_plus_core_max,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0522769276071,mean_only,0.0523990348711,evaluated
random_fire,0.01,length_plus_core_max,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0939622013248,mean_only,0.0940562311448,evaluated
random_fire,0.01,length_plus_core_max,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00226399510142,mean_only,0.00261828147616,evaluated
random_fire,0.01,length_plus_core_max,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.22594930655,mean_only,0.226088812478,evaluated
random_fire,0.01,length_plus_core_max,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.121110745062,mean_only,0.121292353344,evaluated
random_fire,0.01,length_plus_core_max,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.194508627642,mean_only,0.194578382322,evaluated
random_fire,0.01,length_plus_core_max,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.166631554017,mean_only,0.166768989986,evaluated
random_fire,0.01,length_plus_core_max,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.651610130999,mean_only,0.651716555057,evaluated
random_fire,0.01,length_plus_core_max,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.583429444744,mean_only,0.583611421251,evaluated
