rep,feature,PC1,PC2,PC3,PC4,PC5
10,allocation_12,0.0999079362765,0.238033634833,-0.343124165116,0.201494089963,-0.00481513705249
10,allocation_13,0.243921252286,0.0982345309778,-0.25690550185,0.377049023182,-0.256348390436
10,allocation_14,0.278701819892,-0.0113192095678,-0.131197833515,0.359102717747,-0.325501861654
10,allocation_15,0.308693941339,-0.11947390214,0.0933379939623,0.0858943863735,-0.212980202072
10,allocation_16,0.320024753385,-0.148156649612,0.160912061643,-0.0891621532322,0.0466611774717
10,allocation_17,0.318147463949,-0.157691173566,0.169838627704,-0.146709973454,0.160122548058
10,allocation_18,0.313762170965,-0.158510635454,0.167598802683,-0.158762263601,0.16723861226
10,allocation_19,0.312849629404,-0.158424238621,0.167552134328,-0.159968436526,0.165829619159
11,allocation_00,-0.175828062566,-0.29293445185,-0.22042072019,-0.167930693145,-0.214495150665
11,allocation_01,-0.180342720705,-0.293837636755,-0.223180210845,-0.167809268602,-0.218434276901
11,allocation_02,-0.202445129115,-0.294529788392,-0.207105684714,-0.129122392206,-0.126593203133
11,allocation_03,-0.223662698565,-0.27227866305,-0.136858370454,-0.00418187209983,0.0944144508601
11,allocation_04,-0.23840018026,-0.190270957207,0.0412299245881,0.238335474636,0.372605772387
11,allocation_05,-0.239741811981,-0.0280952937952,0.303485541325,0.330963504594,0.193344907213
11,allocation_06,-0.231634394331,0.0911216174316,0.356859768917,0.260641186537,0.0180252559657
11,allocation_07,-0.141061897434,0.265048472668,0.291527033732,0.019161244898,-0.195284633934
11,allocation_08,-0.0935902779845,0.323922454404,0.13902976875,-0.314912404601,-0.258174514171
11,allocation_09,-0.0786221447102,0.31824348438,0.0959185905628,-0.344137516872,-0.21756132021
11,allocation_10,0.0431610809016,0.294061087639,-0.296107223069,-0.140508821016,0.357679263084
11,allocation_11,0.0602556310007,0.290635398021,-0.332552768021,-0.0777115066643,0.360746063689
11,allocation_12,0.107175299257,0.227706870291,-0.348277699416,0.220734311815,0.0348941018364
11,allocation_13,0.247109300117,0.087610171328,-0.240910211963,0.396729644225,-0.250905961642
11,allocation_14,0.276150527041,-0.0166301602692,-0.108055837072,0.373041719339,-0.330723053687
11,allocation_15,0.308232094439,-0.115705034255,0.0987566663873,0.099050673237,-0.204523890946
11,allocation_16,0.317528854846,-0.15128341553,0.160598199961,-0.102474344418,0.0446173416871
11,allocation_17,0.315866845282,-0.160122151145,0.165985513868,-0.162599390335,0.153318031374
11,allocation_18,0.311207268007,-0.162115289358,0.163398819873,-0.168946153948,0.163766335722
