kind,fold,alpha,predictor_set,response,n,train_n,r2,status,cohort_hash
random_fire,0,0.01,length_plus_core_max,late_growth_fraction,1871,7341,0.0913398043117,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,peak_timing,1871,7341,-0.000680542132197,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,terminal_taper_fraction,1871,7341,0.235202493028,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,normalized_entropy,1871,7341,0.118309551806,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,pulse_count,1871,7341,0.213110734803,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,reactivation_count,1871,7341,0.195220316969,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,normalized_first_difference,1871,7341,0.660937854051,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,normalized_second_difference,1871,7341,0.587474749911,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,log_area,1871,7341,0.605670598748,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,log_duration,1871,7341,,excluded_known_outcome,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,shape_PC1_fold,1871,7341,0.0567975765961,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,shape_PC2_fold,1871,7341,0.0532871202698,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,shape_PC3_fold,1871,7341,0.014574867623,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,front_loaded_fraction,1871,7341,0.0296142430036,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,late_growth_fraction,1871,7341,0.0469529407959,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,peak_timing,1871,7341,-0.000904280281422,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,terminal_taper_fraction,1871,7341,0.088092524014,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,normalized_entropy,1871,7341,0.0986574212315,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,pulse_count,1871,7341,0.0142958893231,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,reactivation_count,1871,7341,0.0147543248717,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,normalized_first_difference,1871,7341,0.16923944098,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_quantile_exceedance,normalized_second_difference,1871,7341,0.155968910657,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
